1.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
2.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
3.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
4.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
5.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
6.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
7.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
8.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
9.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
10.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
11.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
12.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
13.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
14.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
15.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
16.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
17.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
18.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
19.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
20.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
21.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
22.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
23.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
24.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
25.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
26.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
27.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
28.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
29.0000000000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
30.0000000000 -0.08538 9.38420 0.03743 0.00203 -0.00888 0.01510 0.99984
31.0000000000 -0.13505 7.26572 -0.03351 0.00296 -0.00838 0.03593 0.99931
32.0000000000 -0.57955 9.92679 -0.03074 0.00636 0.02384 0.12793 0.99148
33.0000000000 -1.18313 11.58657 0.06799 0.00791 0.04287 0.24602 0.96828
34.0000000000 -2.89280 13.15929 0.02186 0.00094 0.01716 0.46853 0.88328
35.0000000000 -4.76661 13.69539 -0.01762 0.00306 0.00688 0.60453 0.79655
36.0000000000 -7.07008 13.92752 -0.05923 0.00322 -0.00076 0.65578 0.75495
37.0000000000 -9.59526 14.23630 -0.13382 -0.00127 -0.00408 0.67809 0.73496
38.0000000000 -11.87089 14.38106 -0.15526 0.00102 -0.00479 0.68987 0.72392
39.0000000000 -14.88116 14.48967 -0.16712 0.00334 -0.00383 0.70085 0.71329
40.0000000000 -16.79389 14.51260 -0.16946 0.00483 -0.00415 0.70386 0.71031
41.0000000000 -22.67142 14.59506 -0.21433 0.00579 -0.00338 0.70117 0.71297
42.0000000000 -26.17785 14.68091 -0.25313 0.00203 -0.00479 0.69923 0.71488
43.0000000000 -30.67961 14.79320 -0.29965 0.00669 -0.00813 0.69722 0.71678
44.0000000000 -35.37086 14.92164 -0.33564 0.01431 -0.01468 0.69523 0.71850
45.0000000000 -40.48974 15.15186 -0.35608 0.00936 -0.00735 0.69359 0.72027
46.0000000000 -46.80520 15.41857 -0.39938 0.00559 -0.00440 0.69311 0.72080
47.0000000000 -52.36390 15.61098 -0.45349 0.00764 -0.01062 0.69207 0.72171
48.0000000000 -56.74653 15.79792 -0.51891 0.00679 -0.01047 0.69413 0.71974
49.0000000000 -62.61562 16.12485 -0.57789 0.00989 -0.00851 0.67668 0.73616
50.0000000000 -67.71855 16.81593 -0.57132 0.01146 -0.00855 0.64988 0.75990
51.0000000000 -72.11850 17.59637 -0.60611 0.00903 -0.01042 0.64028 0.76802
52.0000000000 -78.92995 18.81316 -0.67856 0.00552 -0.00858 0.64934 0.76043
53.0000000000 -85.17058 19.64161 -0.70770 0.00495 -0.00562 0.66838 0.74378
54.0000000000 -91.59653 20.22472 -0.69638 0.00273 -0.00380 0.68022 0.73299
55.0000000000 -96.80002 20.48326 -0.64717 0.00093 -0.00545 0.68603 0.72756
56.0000000000 -104.85267 20.96811 -0.82950 0.00182 -0.00551 0.69212 0.72176
57.0000000000 -111.13148 21.19513 -0.87858 0.00564 -0.00785 0.69221 0.72164
58.0000000000 -115.73826 21.40402 -0.89202 0.00258 -0.00595 0.69467 0.71930
59.0000000000 -121.64976 21.60797 -0.92161 0.00333 -0.01065 0.69638 0.71759
60.0000000000 -124.53342 21.66285 -0.94293 0.00471 -0.01271 0.69584 0.71807
61.0000000000 -126.68817 21.74046 -0.97416 0.00584 -0.01208 0.69546 0.71844
62.0000000000 -126.95831 21.75541 -0.98350 0.00617 -0.01150 0.69537 0.71854
63.0000000000 -126.91547 21.75844 -0.98336 0.00677 -0.01092 0.69542 0.71849
64.0000000000 -126.89343 21.75754 -0.98454 0.00673 -0.01085 0.69544 0.71847
65.0000000000 -126.90791 21.75183 -0.99376 0.00685 -0.01072 0.69545 0.71846
66.0000000000 -126.91339 21.75339 -0.99496 0.00683 -0.01066 0.69549 0.71842
67.0000000000 -126.92412 21.75410 -0.99542 0.00686 -0.01065 0.69550 0.71841
68.0000000000 -126.93067 21.75420 -0.99596 0.00692 -0.01071 0.69548 0.71843
69.0000000000 -126.93855 21.75280 -0.99554 0.00695 -0.01074 0.69545 0.71846
70.0000000000 -126.94122 21.75299 -0.99557 0.00694 -0.01073 0.69545 0.71846
71.0000000000 -126.96916 21.75234 -0.99607 0.00711 -0.01093 0.69540 0.71851
72.0000000000 -126.96744 21.75047 -0.99637 0.00713 -0.01097 0.69538 0.71853
73.0000000000 -126.96924 21.75060 -0.99652 0.00714 -0.01096 0.69537 0.71853
74.0000000000 -126.97012 21.75069 -0.99597 0.00712 -0.01096 0.69537 0.71853
75.0000000000 -126.97151 21.75115 -0.99644 0.00704 -0.01097 0.69537 0.71853
76.0000000000 -126.97398 21.75107 -0.99757 0.00709 -0.01099 0.69537 0.71853
77.0000000000 -126.97304 21.75164 -0.99737 0.00711 -0.01096 0.69538 0.71853
78.0000000000 -126.97341 21.75139 -0.99729 0.00710 -0.01098 0.69537 0.71854
