1578932627.6888270378,1.00000
1578932629.3561904430,1.00000
1578932631.2691545486,1.00000
1578932632.7276759148,1.00000
1578932634.3541898727,1.00000
1578932636.0336692333,1.00000
1578932637.9717161655,1.00000
1578932639.3737180233,1.00000
1578932641.0225040913,1.00000
1578932642.7129333019,1.00000
1578932644.3714873791,1.00000
1578932646.0230541229,1.00000
1578932647.6878621578,1.00000
1578932649.3566248417,1.00000
1578932651.0221517086,1.00000
1578932654.0648944378,1.00000
1578932655.2600858212,1.00000
1578932656.4119527340,1.00000
1578932657.6971306801,1.00000
1578932659.5767910480,1.00000
1578932661.1357812881,1.00000
1578932662.7477409840,1.00000
1578932664.3921227455,1.00000
1578932666.0222675800,1.00000
1578932667.7307298183,1.00000
1578932669.9058334827,1.00000
1578932671.0918908119,1.00000
1578932672.7026371956,1.00000
1578932674.3883407116,1.00000
1578932676.0701248646,1.64612
1578932677.7192981243,1.61401
1578932679.3770554066,1.41058
1578932681.0496208668,1.28470
1578932682.7023613453,1.12172
1578932684.3751394749,0.96438
1578932686.0713031292,1.08083
1578932689.2211177349,1.28373
1578932691.2474768162,1.45596
1578932692.5541036129,1.51939
1578932693.7923200130,1.56642
1578932695.2248487473,1.50928
1578932696.7379524708,1.53779
1578932698.0846285820,1.55323
1578932699.6357667446,1.50188
1578932701.4868652821,1.48177
1578932702.7427630424,1.53058
1578932704.4149732590,1.45280
1578932706.0960354805,1.54455
1578932707.7920022011,1.35709
1578932709.4008653164,1.37325
1578932711.0401115417,1.36761
1578932712.7049267292,1.37408
1578932714.3739593029,1.29922
1578932716.0378885269,1.27000
1578932719.2235898972,1.08590
1578932721.8527469635,1.24154
1578932723.1952385902,1.22222
1578932724.7202777863,1.38917
1578932725.9880738258,1.39338
1578932727.3706259727,1.46918
1578932728.6625089645,1.58817
1578932730.3653242588,1.56655
1578932732.4826507568,1.56338
1578932733.8042449951,1.56336
1578932735.0975964069,1.55616
1578932736.4457833767,1.55203
1578932738.0173642635,1.55204
1578932739.4016726017,1.55203
1578932741.0781159401,1.55204
1578932742.9243938923,1.55203
1578932745.3557400703,1.55206
1578932746.6383619308,1.55208
1578932748.0192863941,1.55206
1578932749.4607193470,1.55205
1578932751.0836520195,1.55204
1578932752.7981376648,1.55202
1578932754.9484381676,1.55202
1578932756.2739500999,1.55203
1578932757.6905689240,1.55201
1578932759.5241336823,1.55203
1578932761.0992600918,1.55198
1578932763.0109145641,1.55198
1578932764.3569073677,1.55196
1578932766.0286920071,1.55196
1578932767.7039778233,1.55123
1578932769.4189717770,1.55122
1578932771.0239181519,1.55116
1578932772.8125386238,1.55874
1578932774.3569769859,1.42490
1578932776.0241980553,1.65218
1578932777.6898150444,1.55117
1578932779.3758502007,1.19050
1578932781.0222215652,1.15658
1578932782.6970899105,1.16183
1578932784.3577094078,0.97947
1578932786.0243408680,0.95833
1578932787.6892242432,1.08702
1578932789.3835041523,1.13918
1578932792.0946140289,1.19014
1578932794.1016311646,1.27354
1578932795.3546681404,1.52264
1578932796.7687437534,1.39638
1578932798.1302111149,1.28242
1578932799.5553214550,1.07716
1578932801.0222573280,1.12078
1578932802.6935665607,1.13971
1578932804.3553185463,0.91086
1578932806.0240757465,0.94273
1578932807.6893193722,0.77019
1578932809.3627917767,0.61352
1578932811.2515749931,0.76106
1578932812.7291221619,1.03637
1578932814.3553252220,1.06240
1578932816.0608758926,0.69823
1578932817.7973883152,0.76200
1578932819.3578963280,0.81887
1578932821.0377359390,0.75260
1578932822.6921272278,0.90306
1578932824.7147665024,0.69207
1578932826.2299857140,0.45695
1578932827.6914861202,0.42756
1578932831.1164734364,0.71834
1578932832.4668447971,1.01215
1578932833.9162025452,1.08861
1578932835.2538137436,1.02402
1578932836.7438681126,1.11207
1578932838.3037283421,1.26349
1578932839.6212255955,1.22311
1578932841.0224397182,0.99862
1578932842.6914296150,0.88642
1578932844.5292403698,0.80895
1578932846.0238745213,0.85805
1578932847.6893100739,0.80373
1578932849.3565092087,1.13722
1578932851.0305359364,0.88915
1578932852.6902408600,0.87241
1578932854.6222579479,1.08222
1578932858.6149945259,1.12437
1578932861.0287601948,1.18417
1578932862.3455369473,1.05529
1578932863.8471717834,0.85504
1578932865.1607263088,0.55373
1578932866.6309382915,0.64731
1578932867.9524965286,0.88641
