1578932675.8233618736,1.00000
1578932675.9444150925,1.60653
1578932676.3064408302,1.64612
1578932676.5878510475,1.65195
1578932676.9232981205,1.61495
1578932677.3076999187,1.61104
1578932677.6104900837,1.61385
1578932677.9564132690,1.61401
1578932678.3079967499,1.64047
1578932678.7603576183,1.62273
1578932678.9782054424,1.47062
1578932679.2570211887,1.38192
1578932679.6255621910,1.41058
1578932679.9299039841,1.43721
1578932680.3364872932,1.40975
1578932680.7791490555,1.33963
1578932681.0080511570,1.28470
1578932681.3053324223,1.28880
1578932681.5888104439,1.19406
1578932681.9585211277,1.18647
1578932682.3132152557,1.12072
1578932682.6346223354,1.14130
1578932682.9534993172,1.12172
1578932683.2775025368,1.02943
1578932683.6223216057,0.96960
1578932684.0619919300,0.96094
1578932684.3621373177,0.96438
1578932684.5842995644,1.00053
1578932684.9568943977,1.02738
1578932685.3235642910,1.08476
1578932685.6111257076,1.08769
1578932685.9669022560,1.08714
1578932686.4530134201,1.08083
1578932686.6793649197,1.14481
1578932687.2430477142,1.21442
1578932688.0455522537,1.32007
1578932688.8441379070,1.26987
1578932689.6090726852,1.28373
1578932689.8577930927,1.35354
1578932690.2709600925,1.32935
1578932690.8012895584,1.40316
1578932691.1749401093,1.38339
1578932691.4751818180,1.45596
1578932691.7150840759,1.40449
1578932691.9408555031,1.47614
1578932692.2681045532,1.47256
1578932692.5166547298,1.51939
1578932692.7636220455,1.52440
1578932692.9753222466,1.58822
1578932693.2970397472,1.58820
1578932693.5966029167,1.52308
1578932693.8097529411,1.56642
1578932694.0376613140,1.56645
1578932694.2482416630,1.56647
1578932694.7027733326,1.51826
1578932694.9408884048,1.59052
1578932695.1780581474,1.59054
1578932695.5872566700,1.50928
1578932695.7335171700,1.56892
1578932695.9742739201,1.56891
1578932696.5125355721,1.48601
1578932696.6641228199,1.53917
1578932696.9137020111,1.53779
1578932697.2331275940,1.50914
1578932697.4521300793,1.55812
1578932697.6904697418,1.44447
1578932698.0845401287,1.55323
1578932698.2479770184,1.55323
1578932698.4064505100,1.50109
1578932698.7123785019,1.53127
1578932698.9389159679,1.53128
1578932699.2739264965,1.45427
1578932699.7180652618,1.50188
1578932700.3680822849,1.50188
1578932700.7845592499,1.45842
1578932701.2032797337,1.51432
1578932701.4356672764,1.51434
1578932701.6514670849,1.48177
1578932701.9247930050,1.52375
1578932702.1398403645,1.50092
1578932702.4604141712,1.54077
1578932702.6296825409,1.49786
1578932702.9695096016,1.53058
1578932703.3494129181,1.50666
1578932703.5992379189,1.55772
1578932703.9383280277,1.45819
1578932704.3301064968,1.54994
1578932704.8074979782,1.45280
1578932705.0525155067,1.54347
1578932705.3160095215,1.52516
1578932705.6760499477,1.57036
1578932706.0190770626,1.50570
1578932706.4719119072,1.54455
1578932706.6970806122,1.44551
1578932706.9581007957,1.49585
1578932707.3489120007,1.35065
1578932707.6474430561,1.39025
1578932707.9830987453,1.35709
1578932708.3553016186,1.44383
1578932708.7090098858,1.35806
1578932708.9804825783,1.38039
1578932709.3193254471,1.34996
1578932709.6696488857,1.37325
1578932710.0017251968,1.24054
1578932710.3959581852,1.34386
1578932710.6374642849,1.31539
1578932711.0291054249,1.36761
1578932711.3569598198,1.35511
1578932711.7243516445,1.39796
1578932711.9983227253,1.35548
1578932712.3555507660,1.42467
1578932712.6671056747,1.37408
1578932713.0148334503,1.36925
1578932713.3589754105,1.42500
1578932713.6410114765,1.43059
1578932714.0331664085,1.39735
1578932714.3407425880,1.29922
1578932714.7060084343,1.31256
1578932714.9845991135,1.34505
1578932715.3707761765,1.31256
1578932715.7541561127,1.30033
1578932715.9666302204,1.29857
1578932716.3661184311,1.27000
1578932716.6845712662,1.20944
1578932717.0061314106,1.23753
1578932718.4266059399,1.12890
1578932719.1343908310,1.18985
1578932719.6492171288,1.08590
1578932720.5143785477,1.10897
1578932721.1977019310,1.08346
1578932721.4333474636,1.17339
1578932721.6892209053,1.18912
1578932722.0126736164,1.24154
1578932722.3337552547,1.29303
1578932722.6550245285,1.14066
1578932723.0481753349,1.12223
1578932723.1961488724,1.22222
1578932723.4238784313,1.26436
1578932723.6972119808,1.28653
1578932724.1038861275,1.24088
1578932724.4320969582,1.33023
1578932724.6621479988,1.34761
1578932724.8952405453,1.38917
1578932725.3650915623,1.32718
1578932725.5164775848,1.41199
1578932725.7659852505,1.32979
1578932726.0369527340,1.39338
1578932726.1916949749,1.35835
1578932726.4370605946,1.41733
1578932726.6976602077,1.41725
1578932727.1290454865,1.47205
1578932727.3723826408,1.46918
1578932727.6052951813,1.45713
1578932727.8532907963,1.57299
1578932728.0788629055,1.57297
1578932728.3310022354,1.57296
1578932728.5791034698,1.51380
1578932728.8721070290,1.58817
1578932729.2506420612,1.56658
1578932729.6547224522,1.56658
1578932730.1241171360,1.56656
1578932730.3459882736,1.56655
1578932730.6055190563,1.56653
1578932730.8464350700,1.56653
1578932731.4432160854,1.56340
1578932731.9930858612,1.56340
1578932732.4616949558,1.56338
1578932732.6906270981,1.56338
1578932733.0598983765,1.56337
1578932733.2175550461,1.56336
1578932733.4697852135,1.56336
1578932733.8548755646,1.56336
1578932734.0263125896,1.56336
1578932734.2683348656,1.56337
1578932734.5517435074,1.55616
1578932734.9602518082,1.55617
1578932735.1007287502,1.55616
1578932735.3009562492,1.55609
1578932735.5891137123,1.55204
1578932735.8485333920,1.55204
1578932736.1042809486,1.55202
1578932736.3512768745,1.55203
1578932736.6835548878,1.55203
1578932736.9209749699,1.55203
1578932737.1424748898,1.55203
1578932737.7088236809,1.55203
1578932737.9534208775,1.55203
1578932738.3488824368,1.55204
1578932738.4872186184,1.55204
